order_date,sku,product_name,quantity_sold,unit_price,unit_cost,revenue,cost,profit,region,channel,customer_segment
2025-12-18,SKU-013,Knee Support,15,26,12.48,390,187.2,202.8,South,Shopify,Returning
2025-12-18,SKU-014,Gym Gloves,16,32,16.96,512,271.36,240.64,West,Amazon,VIP
2025-12-18,SKU-015,Jump Rope,4,38,22.04,152,88.16,63.84,Online,Wholesale,New
2025-12-18,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,South,Shopify,Returning
2025-12-18,SKU-017,Compression Sleeve,7,22,11.66,154,81.62,72.38,South,Wholesale,New
2025-12-18,SKU-019,Water Filter,14,34,16.32,476,228.48,247.52,Online,Amazon,VIP
2025-12-18,SKU-020,Energy Gel,9,40,21.2,360,190.8,169.2,Online,Shopify,New
2025-12-19,SKU-001,Hydration Bottle,5,10,4.8,50,24.0,26.0,South,Retail,Returning
2025-12-19,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,South,Amazon,Returning
2025-12-19,SKU-003,Yoga Mat,9,22,12.76,198,114.84,83.16,South,Shopify,New
2025-12-19,SKU-004,Running Socks,10,28,13.44,280,134.4,145.6,North,Wholesale,VIP
2025-12-19,SKU-005,Smart Scale,12,34,18.02,408,216.24,191.76,South,Retail,VIP
2025-12-19,SKU-006,Resistance Bands,6,12,6.96,72,41.76,30.24,North,Shopify,New
2025-12-19,SKU-007,Meal Prep Container,18,18,8.64,324,155.52,168.48,West,Shopify,VIP
2025-12-19,SKU-008,Trail Mix Pack,2,24,12.72,48,25.44,22.56,South,Amazon,Returning
2025-12-19,SKU-009,Vitamin Organizer,7,30,17.4,210,121.8,88.2,North,Shopify,VIP
2025-12-19,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,East,Amazon,Returning
2025-12-19,SKU-012,Electrolyte Pack,12,20,11.6,240,139.2,100.8,Online,Shopify,Returning
2025-12-19,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,Online,Shopify,New
2025-12-19,SKU-014,Gym Gloves,9,32,16.96,288,152.64,135.36,South,Shopify,New
2025-12-19,SKU-015,Jump Rope,2,38,22.04,76,44.08,31.92,North,Shopify,New
2025-12-19,SKU-016,Massage Ball,3,16,7.68,48,23.04,24.96,South,Retail,Returning
2025-12-19,SKU-017,Compression Sleeve,8,22,11.66,176,93.28,82.72,South,Amazon,Returning
2025-12-19,SKU-018,Training Cone,9,28,16.24,252,146.16,105.84,North,Wholesale,New
2025-12-19,SKU-019,Water Filter,12,34,16.32,408,195.84,212.16,North,Retail,Returning
2025-12-19,SKU-020,Energy Gel,11,40,21.2,440,233.2,206.8,South,Shopify,Returning
2025-12-20,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,East,Shopify,Wholesale
2025-12-20,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,East,Wholesale,New
2025-12-20,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,East,Wholesale,VIP
2025-12-20,SKU-004,Running Socks,22,28,13.44,616,295.68,320.32,West,Amazon,Returning
2025-12-20,SKU-005,Smart Scale,12,34,18.02,408,216.24,191.76,Online,Shopify,Returning
2025-12-20,SKU-006,Resistance Bands,18,12,6.96,216,125.28,90.72,Online,Retail,VIP
2025-12-20,SKU-007,Meal Prep Container,21,18,8.64,378,181.44,196.56,East,Wholesale,Returning
2025-12-20,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,South,Shopify,Returning
2025-12-20,SKU-009,Vitamin Organizer,9,30,17.4,270,156.6,113.4,East,Shopify,VIP
2025-12-20,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,North,Amazon,VIP
2025-12-20,SKU-011,Sports Towel,12,14,7.42,168,89.04,78.96,North,Amazon,VIP
2025-12-20,SKU-012,Electrolyte Pack,12,20,11.6,240,139.2,100.8,North,Shopify,New
2025-12-20,SKU-014,Gym Gloves,11,32,16.96,352,186.56,165.44,North,Wholesale,Returning
2025-12-20,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,West,Wholesale,Returning
2025-12-20,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,West,Shopify,VIP
2025-12-20,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,West,Wholesale,Returning
2025-12-20,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,East,Amazon,New
2025-12-20,SKU-019,Water Filter,8,34,16.32,272,130.56,141.44,Online,Wholesale,New
2025-12-20,SKU-020,Energy Gel,12,40,21.2,480,254.4,225.6,East,Wholesale,VIP
2025-12-21,SKU-001,Hydration Bottle,5,10,4.8,50,24.0,26.0,East,Amazon,New
2025-12-21,SKU-002,Protein Bar Box,10,16,8.48,160,84.8,75.2,North,Retail,Returning
2025-12-21,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,West,Shopify,New
2025-12-21,SKU-004,Running Socks,12,28,13.44,336,161.28,174.72,East,Wholesale,Returning
2025-12-21,SKU-006,Resistance Bands,18,12,6.96,216,125.28,90.72,South,Shopify,VIP
2025-12-21,SKU-007,Meal Prep Container,17,18,8.64,306,146.88,159.12,South,Wholesale,New
2025-12-21,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,North,Amazon,New
2025-12-21,SKU-009,Vitamin Organizer,3,30,17.4,90,52.2,37.8,South,Amazon,Wholesale
2025-12-21,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,North,Wholesale,Returning
2025-12-21,SKU-011,Sports Towel,6,14,7.42,84,44.52,39.48,East,Wholesale,New
2025-12-21,SKU-013,Knee Support,7,26,12.48,182,87.36,94.64,West,Shopify,New
2025-12-21,SKU-014,Gym Gloves,11,32,16.96,352,186.56,165.44,South,Retail,Returning
2025-12-21,SKU-015,Jump Rope,3,38,22.04,114,66.12,47.88,South,Wholesale,Wholesale
2025-12-21,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,North,Amazon,New
2025-12-21,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,South,Wholesale,Returning
2025-12-21,SKU-019,Water Filter,15,34,16.32,510,244.8,265.2,Online,Retail,New
2025-12-21,SKU-020,Energy Gel,18,40,21.2,720,381.6,338.4,North,Shopify,Returning
2025-12-22,SKU-001,Hydration Bottle,1,10,4.8,10,4.8,5.2,South,Wholesale,New
2025-12-22,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,North,Amazon,VIP
2025-12-22,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,North,Retail,New
2025-12-22,SKU-004,Running Socks,6,28,13.44,168,80.64,87.36,North,Wholesale,New
2025-12-22,SKU-005,Smart Scale,19,34,18.02,646,342.38,303.62,East,Retail,Returning
2025-12-22,SKU-006,Resistance Bands,16,12,6.96,192,111.36,80.64,West,Amazon,New
2025-12-22,SKU-007,Meal Prep Container,17,18,8.64,306,146.88,159.12,West,Shopify,New
2025-12-22,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,South,Amazon,Returning
2025-12-22,SKU-009,Vitamin Organizer,7,30,17.4,210,121.8,88.2,South,Amazon,New
2025-12-22,SKU-010,Foam Roller,4,36,17.28,144,69.12,74.88,North,Shopify,Wholesale
2025-12-22,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,North,Shopify,Returning
2025-12-22,SKU-012,Electrolyte Pack,10,20,11.6,200,116.0,84.0,South,Amazon,Returning
2025-12-22,SKU-013,Knee Support,11,26,12.48,286,137.28,148.72,Online,Retail,New
2025-12-22,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,East,Retail,Returning
2025-12-22,SKU-015,Jump Rope,4,38,22.04,152,88.16,63.84,Online,Shopify,New
2025-12-22,SKU-016,Massage Ball,7,16,7.68,112,53.76,58.24,Online,Retail,New
2025-12-22,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,West,Shopify,Returning
2025-12-22,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,South,Retail,Returning
2025-12-22,SKU-019,Water Filter,17,34,16.32,578,277.44,300.56,Online,Shopify,Returning
2025-12-22,SKU-020,Energy Gel,24,40,21.2,960,508.8,451.2,Online,Wholesale,New
2025-12-23,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,South,Retail,Wholesale
2025-12-23,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,South,Retail,New
2025-12-23,SKU-003,Yoga Mat,7,22,12.76,154,89.32,64.68,West,Amazon,New
2025-12-23,SKU-004,Running Socks,11,28,13.44,308,147.84,160.16,South,Shopify,Returning
2025-12-23,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,West,Retail,Returning
2025-12-23,SKU-007,Meal Prep Container,12,18,8.64,216,103.68,112.32,Online,Retail,New
2025-12-23,SKU-008,Trail Mix Pack,5,24,12.72,120,63.6,56.4,North,Amazon,VIP
2025-12-23,SKU-009,Vitamin Organizer,1,30,17.4,30,17.4,12.6,West,Wholesale,Returning
2025-12-23,SKU-010,Foam Roller,8,36,17.28,288,138.24,149.76,South,Wholesale,Wholesale
2025-12-23,SKU-011,Sports Towel,12,14,7.42,168,89.04,78.96,South,Retail,New
2025-12-23,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,Online,Retail,Returning
2025-12-23,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,South,Amazon,Wholesale
2025-12-23,SKU-014,Gym Gloves,14,32,16.96,448,237.44,210.56,West,Retail,Returning
2025-12-23,SKU-015,Jump Rope,3,38,22.04,114,66.12,47.88,Online,Amazon,New
2025-12-23,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,North,Wholesale,Returning
2025-12-23,SKU-018,Training Cone,10,28,16.24,280,162.4,117.6,North,Amazon,VIP
2025-12-23,SKU-019,Water Filter,12,34,16.32,408,195.84,212.16,East,Retail,Wholesale
2025-12-23,SKU-020,Energy Gel,13,40,21.2,520,275.6,244.4,West,Wholesale,New
2025-12-24,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,South,Amazon,Returning
2025-12-24,SKU-002,Protein Bar Box,7,16,8.48,112,59.36,52.64,East,Wholesale,New
2025-12-24,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,East,Amazon,New
2025-12-24,SKU-004,Running Socks,4,28,13.44,112,53.76,58.24,East,Shopify,New
2025-12-24,SKU-005,Smart Scale,12,34,18.02,408,216.24,191.76,West,Wholesale,Returning
2025-12-24,SKU-006,Resistance Bands,14,12,6.96,168,97.44,70.56,Online,Amazon,Wholesale
2025-12-24,SKU-007,Meal Prep Container,16,18,8.64,288,138.24,149.76,West,Wholesale,Returning
2025-12-24,SKU-008,Trail Mix Pack,5,24,12.72,120,63.6,56.4,South,Retail,Returning
2025-12-24,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,East,Shopify,VIP
2025-12-24,SKU-010,Foam Roller,4,36,17.28,144,69.12,74.88,South,Wholesale,New
2025-12-24,SKU-011,Sports Towel,4,14,7.42,56,29.68,26.32,Online,Amazon,VIP
2025-12-24,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,Online,Amazon,Returning
2025-12-24,SKU-013,Knee Support,9,26,12.48,234,112.32,121.68,West,Amazon,VIP
2025-12-24,SKU-014,Gym Gloves,16,32,16.96,512,271.36,240.64,North,Amazon,New
2025-12-24,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,East,Shopify,Returning
2025-12-24,SKU-017,Compression Sleeve,4,22,11.66,88,46.64,41.36,East,Wholesale,New
2025-12-24,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,Online,Wholesale,Returning
2025-12-24,SKU-019,Water Filter,13,34,16.32,442,212.16,229.84,South,Amazon,Returning
2025-12-24,SKU-020,Energy Gel,13,40,21.2,520,275.6,244.4,East,Wholesale,VIP
2025-12-25,SKU-001,Hydration Bottle,8,10,4.8,80,38.4,41.6,North,Amazon,Returning
2025-12-25,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,North,Amazon,VIP
2025-12-25,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,South,Amazon,New
2025-12-25,SKU-004,Running Socks,6,28,13.44,168,80.64,87.36,Online,Retail,New
2025-12-25,SKU-005,Smart Scale,12,34,18.02,408,216.24,191.76,North,Wholesale,Returning
2025-12-25,SKU-007,Meal Prep Container,21,18,8.64,378,181.44,196.56,East,Wholesale,Wholesale
2025-12-25,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,West,Shopify,New
2025-12-25,SKU-009,Vitamin Organizer,6,30,17.4,180,104.4,75.6,West,Amazon,New
2025-12-25,SKU-010,Foam Roller,3,36,17.28,108,51.84,56.16,North,Wholesale,Returning
2025-12-25,SKU-011,Sports Towel,5,14,7.42,70,37.1,32.9,West,Retail,VIP
2025-12-25,SKU-012,Electrolyte Pack,9,20,11.6,180,104.4,75.6,South,Retail,Returning
2025-12-25,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,East,Retail,New
2025-12-25,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,Online,Retail,Returning
2025-12-25,SKU-015,Jump Rope,6,38,22.04,228,132.24,95.76,South,Amazon,Returning
2025-12-25,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,Online,Shopify,Returning
2025-12-25,SKU-017,Compression Sleeve,8,22,11.66,176,93.28,82.72,Online,Shopify,Wholesale
2025-12-25,SKU-018,Training Cone,3,28,16.24,84,48.72,35.28,North,Retail,Wholesale
2025-12-25,SKU-019,Water Filter,13,34,16.32,442,212.16,229.84,North,Shopify,Wholesale
2025-12-25,SKU-020,Energy Gel,10,40,21.2,400,212.0,188.0,South,Retail,Returning
2025-12-26,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,South,Shopify,VIP
2025-12-26,SKU-002,Protein Bar Box,11,16,8.48,176,93.28,82.72,West,Amazon,Returning
2025-12-26,SKU-003,Yoga Mat,9,22,12.76,198,114.84,83.16,West,Shopify,Wholesale
2025-12-26,SKU-005,Smart Scale,5,34,18.02,170,90.1,79.9,North,Retail,New
2025-12-26,SKU-007,Meal Prep Container,19,18,8.64,342,164.16,177.84,North,Wholesale,Wholesale
2025-12-26,SKU-008,Trail Mix Pack,5,24,12.72,120,63.6,56.4,North,Amazon,New
2025-12-26,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,West,Amazon,New
2025-12-26,SKU-010,Foam Roller,4,36,17.28,144,69.12,74.88,Online,Shopify,New
2025-12-26,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,West,Amazon,Wholesale
2025-12-26,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,East,Retail,Returning
2025-12-26,SKU-014,Gym Gloves,16,32,16.96,512,271.36,240.64,South,Shopify,Returning
2025-12-26,SKU-015,Jump Rope,2,38,22.04,76,44.08,31.92,Online,Shopify,Wholesale
2025-12-26,SKU-016,Massage Ball,3,16,7.68,48,23.04,24.96,Online,Shopify,Returning
2025-12-26,SKU-017,Compression Sleeve,10,22,11.66,220,116.6,103.4,East,Retail,Returning
2025-12-26,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,East,Amazon,New
2025-12-26,SKU-019,Water Filter,8,34,16.32,272,130.56,141.44,West,Retail,Wholesale
2025-12-26,SKU-020,Energy Gel,15,40,21.2,600,318.0,282.0,East,Wholesale,VIP
2025-12-27,SKU-001,Hydration Bottle,6,10,4.8,60,28.8,31.2,North,Shopify,VIP
2025-12-27,SKU-003,Yoga Mat,11,22,12.76,242,140.36,101.64,West,Shopify,New
2025-12-27,SKU-004,Running Socks,15,28,13.44,420,201.6,218.4,North,Amazon,Returning
2025-12-27,SKU-005,Smart Scale,14,34,18.02,476,252.28,223.72,South,Amazon,Returning
2025-12-27,SKU-006,Resistance Bands,15,12,6.96,180,104.4,75.6,East,Shopify,Returning
2025-12-27,SKU-007,Meal Prep Container,18,18,8.64,324,155.52,168.48,Online,Wholesale,Returning
2025-12-27,SKU-008,Trail Mix Pack,9,24,12.72,216,114.48,101.52,East,Shopify,Returning
2025-12-27,SKU-009,Vitamin Organizer,8,30,17.4,240,139.2,100.8,West,Wholesale,Returning
2025-12-27,SKU-011,Sports Towel,8,14,7.42,112,59.36,52.64,West,Shopify,Returning
2025-12-27,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,South,Wholesale,Returning
2025-12-27,SKU-014,Gym Gloves,13,32,16.96,416,220.48,195.52,Online,Wholesale,Returning
2025-12-27,SKU-015,Jump Rope,9,38,22.04,342,198.36,143.64,North,Amazon,Wholesale
2025-12-27,SKU-016,Massage Ball,3,16,7.68,48,23.04,24.96,North,Shopify,Returning
2025-12-27,SKU-017,Compression Sleeve,7,22,11.66,154,81.62,72.38,West,Wholesale,New
2025-12-27,SKU-018,Training Cone,12,28,16.24,336,194.88,141.12,North,Shopify,New
2025-12-27,SKU-019,Water Filter,14,34,16.32,476,228.48,247.52,North,Amazon,Returning
2025-12-27,SKU-020,Energy Gel,11,40,21.2,440,233.2,206.8,West,Retail,New
2025-12-28,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,South,Shopify,New
2025-12-28,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,North,Wholesale,New
2025-12-28,SKU-003,Yoga Mat,12,22,12.76,264,153.12,110.88,East,Wholesale,New
2025-12-28,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,West,Wholesale,New
2025-12-28,SKU-005,Smart Scale,22,34,18.02,748,396.44,351.56,East,Wholesale,New
2025-12-28,SKU-006,Resistance Bands,15,12,6.96,180,104.4,75.6,South,Wholesale,Returning
2025-12-28,SKU-007,Meal Prep Container,13,18,8.64,234,112.32,121.68,Online,Wholesale,New
2025-12-28,SKU-008,Trail Mix Pack,1,24,12.72,24,12.72,11.28,West,Retail,New
2025-12-28,SKU-011,Sports Towel,9,14,7.42,126,66.78,59.22,South,Wholesale,VIP
2025-12-28,SKU-012,Electrolyte Pack,14,20,11.6,280,162.4,117.6,Online,Retail,Returning
2025-12-28,SKU-013,Knee Support,6,26,12.48,156,74.88,81.12,North,Shopify,Returning
2025-12-28,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,North,Wholesale,Returning
2025-12-28,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,North,Retail,Wholesale
2025-12-28,SKU-018,Training Cone,9,28,16.24,252,146.16,105.84,East,Shopify,Returning
2025-12-28,SKU-019,Water Filter,17,34,16.32,578,277.44,300.56,East,Retail,New
2025-12-28,SKU-020,Energy Gel,16,40,21.2,640,339.2,300.8,South,Retail,New
2025-12-29,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,North,Shopify,Returning
2025-12-29,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,West,Retail,New
2025-12-29,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,East,Retail,New
2025-12-29,SKU-004,Running Socks,8,28,13.44,224,107.52,116.48,North,Shopify,New
2025-12-29,SKU-006,Resistance Bands,9,12,6.96,108,62.64,45.36,North,Shopify,Returning
2025-12-29,SKU-007,Meal Prep Container,12,18,8.64,216,103.68,112.32,West,Shopify,New
2025-12-29,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,North,Amazon,New
2025-12-29,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,East,Amazon,Returning
2025-12-29,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,East,Shopify,Returning
2025-12-29,SKU-011,Sports Towel,6,14,7.42,84,44.52,39.48,South,Shopify,Returning
2025-12-29,SKU-012,Electrolyte Pack,9,20,11.6,180,104.4,75.6,South,Wholesale,Returning
2025-12-29,SKU-013,Knee Support,8,26,12.48,208,99.84,108.16,East,Amazon,Returning
2025-12-29,SKU-014,Gym Gloves,12,32,16.96,384,203.52,180.48,East,Shopify,New
2025-12-29,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,East,Retail,Returning
2025-12-29,SKU-016,Massage Ball,3,16,7.68,48,23.04,24.96,West,Amazon,Returning
2025-12-29,SKU-017,Compression Sleeve,5,22,11.66,110,58.3,51.7,East,Wholesale,New
2025-12-29,SKU-018,Training Cone,12,28,16.24,336,194.88,141.12,South,Retail,New
2025-12-29,SKU-019,Water Filter,13,34,16.32,442,212.16,229.84,West,Amazon,New
2025-12-29,SKU-020,Energy Gel,14,40,21.2,560,296.8,263.2,East,Wholesale,New
2025-12-30,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,North,Shopify,Returning
2025-12-30,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,East,Wholesale,New
2025-12-30,SKU-003,Yoga Mat,5,22,12.76,110,63.8,46.2,Online,Retail,New
2025-12-30,SKU-004,Running Socks,8,28,13.44,224,107.52,116.48,East,Wholesale,VIP
2025-12-30,SKU-005,Smart Scale,13,34,18.02,442,234.26,207.74,West,Retail,VIP
2025-12-30,SKU-006,Resistance Bands,8,12,6.96,96,55.68,40.32,West,Shopify,New
2025-12-30,SKU-007,Meal Prep Container,9,18,8.64,162,77.76,84.24,South,Retail,Wholesale
2025-12-30,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,West,Wholesale,New
2025-12-30,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,South,Amazon,Returning
2025-12-30,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,West,Amazon,New
2025-12-30,SKU-011,Sports Towel,5,14,7.42,70,37.1,32.9,West,Shopify,New
2025-12-30,SKU-012,Electrolyte Pack,1,20,11.6,20,11.6,8.4,South,Shopify,New
2025-12-30,SKU-013,Knee Support,7,26,12.48,182,87.36,94.64,North,Wholesale,VIP
2025-12-30,SKU-014,Gym Gloves,7,32,16.96,224,118.72,105.28,East,Wholesale,VIP
2025-12-30,SKU-015,Jump Rope,2,38,22.04,76,44.08,31.92,Online,Wholesale,Returning
2025-12-30,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,South,Amazon,New
2025-12-30,SKU-018,Training Cone,12,28,16.24,336,194.88,141.12,East,Wholesale,Returning
2025-12-30,SKU-019,Water Filter,14,34,16.32,476,228.48,247.52,North,Retail,VIP
2025-12-30,SKU-020,Energy Gel,12,40,21.2,480,254.4,225.6,Online,Amazon,New
2025-12-31,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,South,Shopify,Returning
2025-12-31,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,West,Retail,New
2025-12-31,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,South,Wholesale,New
2025-12-31,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,South,Wholesale,New
2025-12-31,SKU-005,Smart Scale,4,34,18.02,136,72.08,63.92,South,Retail,VIP
2025-12-31,SKU-006,Resistance Bands,6,12,6.96,72,41.76,30.24,West,Amazon,Returning
2025-12-31,SKU-007,Meal Prep Container,20,18,8.64,360,172.8,187.2,East,Wholesale,New
2025-12-31,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,West,Retail,New
2025-12-31,SKU-009,Vitamin Organizer,3,30,17.4,90,52.2,37.8,Online,Shopify,New
2025-12-31,SKU-010,Foam Roller,4,36,17.28,144,69.12,74.88,Online,Wholesale,Returning
2025-12-31,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,Online,Wholesale,New
2025-12-31,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,South,Wholesale,Returning
2025-12-31,SKU-013,Knee Support,9,26,12.48,234,112.32,121.68,South,Retail,Returning
2025-12-31,SKU-014,Gym Gloves,14,32,16.96,448,237.44,210.56,East,Amazon,New
2025-12-31,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,North,Retail,Returning
2025-12-31,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,East,Retail,New
2025-12-31,SKU-017,Compression Sleeve,2,22,11.66,44,23.32,20.68,Online,Shopify,VIP
2025-12-31,SKU-018,Training Cone,7,28,16.24,196,113.68,82.32,West,Shopify,Returning
2025-12-31,SKU-020,Energy Gel,23,40,21.2,920,487.6,432.4,East,Shopify,New
2026-01-01,SKU-001,Hydration Bottle,5,10,4.8,50,24.0,26.0,North,Shopify,Returning
2026-01-01,SKU-002,Protein Bar Box,7,16,8.48,112,59.36,52.64,North,Amazon,Returning
2026-01-01,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,North,Shopify,New
2026-01-01,SKU-004,Running Socks,10,28,13.44,280,134.4,145.6,West,Retail,Returning
2026-01-01,SKU-005,Smart Scale,14,34,18.02,476,252.28,223.72,South,Shopify,New
2026-01-01,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,Online,Amazon,VIP
2026-01-01,SKU-007,Meal Prep Container,16,18,8.64,288,138.24,149.76,West,Amazon,Returning
2026-01-01,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,Online,Shopify,Returning
2026-01-01,SKU-009,Vitamin Organizer,7,30,17.4,210,121.8,88.2,Online,Retail,Returning
2026-01-01,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,South,Wholesale,Returning
2026-01-01,SKU-011,Sports Towel,8,14,7.42,112,59.36,52.64,East,Retail,New
2026-01-01,SKU-012,Electrolyte Pack,4,20,11.6,80,46.4,33.6,West,Amazon,New
2026-01-01,SKU-014,Gym Gloves,10,32,16.96,320,169.6,150.4,South,Amazon,Returning
2026-01-01,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,North,Amazon,New
2026-01-01,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,North,Retail,Returning
2026-01-01,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,North,Wholesale,New
2026-01-01,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,East,Shopify,New
2026-01-01,SKU-019,Water Filter,12,34,16.32,408,195.84,212.16,Online,Amazon,Wholesale
2026-01-01,SKU-020,Energy Gel,16,40,21.2,640,339.2,300.8,East,Amazon,New
2026-01-02,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,East,Shopify,VIP
2026-01-02,SKU-003,Yoga Mat,5,22,12.76,110,63.8,46.2,South,Shopify,VIP
2026-01-02,SKU-004,Running Socks,8,28,13.44,224,107.52,116.48,Online,Retail,New
2026-01-02,SKU-005,Smart Scale,8,34,18.02,272,144.16,127.84,North,Amazon,New
2026-01-02,SKU-006,Resistance Bands,10,12,6.96,120,69.6,50.4,East,Shopify,Returning
2026-01-02,SKU-007,Meal Prep Container,8,18,8.64,144,69.12,74.88,Online,Shopify,Returning
2026-01-02,SKU-008,Trail Mix Pack,1,24,12.72,24,12.72,11.28,West,Amazon,VIP
2026-01-02,SKU-009,Vitamin Organizer,6,30,17.4,180,104.4,75.6,West,Retail,Returning
2026-01-02,SKU-010,Foam Roller,5,36,17.28,180,86.4,93.6,East,Wholesale,Returning
2026-01-02,SKU-011,Sports Towel,8,14,7.42,112,59.36,52.64,West,Retail,Returning
2026-01-02,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,West,Shopify,Wholesale
